Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120,Customer Retention Rate (%),Monthly Web Traffic,Customer Feedback Score (out of 10),Mobile App Daily Active Users,Annual Marketing Spend ($),Customer Acquisition Cost ($),Average Customer Lifetime (months),Profit Margin (%),Operational Efficiency Score (out of 10),Average Transaction Value ($),Monthly Subscription Renewal Rate (%),Social Media Engagement Rate (%),Email Campaign Success Rate (%),Product Return Rate (%),Helpdesk First Response Time (hours),Inventory Turnover Ratio,Fixed Asset Turnover Ratio,Equity Multiplier,Debt-to-Equity Ratio,Earnings Before Interest and Taxes ($),Net Income ($),Total Assets ($),Total Liabilities ($),Current Ratio,Quick Ratio,Cash Ratio,Gross Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Return on Equity (%),Return on Investments (%),Asset Turnover Ratio,Inventory to Sales Ratio,Days Sales Outstanding,Days Payable Outstanding,Days Inventory Outstanding,Total Debt Ratio,Long-Term Debt to Capitalization (%),Interest Coverage Ratio,Cash Flow to Debt Ratio,Company Efficiency Ratio,Reinvestment Rate (%),Financial Leverage Multiplier,"Blockchain Technology Adoption (0: No, 1: Yes)","Uses Artificial Intelligence (0: No, 1: Yes)","Augmented Reality Features (0: No, 1: Yes)","Virtual Reality Integration (0: No, 1: Yes)","IoT Capabilities (0: No, 1: Yes)"
6,24,225,0,880796.2698010753,China,Asia,8,1,4,10,8,5,0,8,9,0,9,1,1,0,0,0,0,1,0,1,0,0,1,3,9,7,10,8,10,4,6,3,4,4,3,8,6,10,10,6,4,3,5,8,4,8,8,4,5,6,5,2,10,2,1,5,8,7,2,9,1,3,6,4,5,4,10,8,9,6,4,7,9,2,4,1,3,1,9,5,10,7,9,4,3,2,10,8,9,7,5,1,4,9,9,1,2,2,5,10,1,5,10,8,8,3,10,7,5,6,3,3,8,1,8,6,10,5,1,4,3,1,5,3,5,3,1,7,3,1,9,4,8,3,5,3,9,10,9,5,2,7,8,98.39469220351558,223961,7.4765817958092855,52613,108704.20799177476,42.2811675560671,21,32.662223202039534,9.443885292575178,120.65250587478218,74.80877268345381,19.507476830431198,27.042137253268837,3.7700170282775103,1.8146323448590063,9.107130753990498,3.7686207713237323,1.5329930912080572,0.976453793983273,100825.49465832266,7221.263659599472,5722219.44636559,979167.3921190627,2.591216871987356,0.9036909330696284,0.7442899512100107,49.64187689281519,32.691731726277425,2.8615130757891736,27.739281749396184,24.39556802301743,1.8185099436076244,0.4897064216861644,76,27,115,0.568706101547301,20.917382952030234,3.477611453069697,0.5335534231030374,81.40731153943563,51.940767613217126,1.6057844085418214,1,1,0,1,0
9,13,167,1,176052.4032535327,India,Asia,5,2,4,7,4,7,0,8,7,1,4,1,1,1,1,1,0,0,0,1,0,0,1,6,10,5,8,6,3,10,9,2,4,6,7,6,3,8,1,8,2,5,7,7,9,6,10,5,4,8,8,7,1,7,9,1,10,1,5,6,5,3,7,8,5,9,9,2,9,7,4,10,8,5,8,5,1,3,1,8,6,3,10,3,7,4,7,1,8,6,3,2,1,10,7,1,5,10,3,4,8,7,10,3,9,10,3,6,2,4,6,10,7,3,7,3,5,10,1,7,8,1,2,3,8,8,5,2,1,1,7,10,1,2,4,10,8,9,1,2,9,5,1,65.5500695134885,509225,8.869637674777882,40480,79797.98962269505,49.38423426791089,51,44.156085284823526,8.133656510300609,85.44349004890299,62.33659365995936,7.8269212761981475,31.7662276984019,8.584789770576734,1.8503545243153081,10.041411616201938,2.778834167375879,2.322959072526572,1.1168663201639522,92831.01884992959,10650.210417052987,3488951.0138018653,1688624.6202439964,2.397454376820286,1.267825688024605,0.319077794367045,40.40869024391709,38.112195091713446,10.61882746789277,26.35721388267793,24.85129473287206,1.3885750012890654,0.2557973729933749,39,22,109,0.6570133875242785,17.449218996847392,6.971026514181038,0.8124625610144387,69.5766205720208,68.7787657381743,2.495895596005819,0,0,0,1,1
19,50,23,1,673344.316787498,UK,Asia,6,3,2,8,9,9,0,9,3,0,6,1,0,1,0,1,1,0,1,1,0,0,1,3,1,5,1,1,4,8,1,10,9,2,1,8,8,2,3,1,10,10,2,3,3,3,7,3,8,2,10,10,7,4,5,5,4,2,1,5,3,3,8,2,5,10,2,3,5,3,3,10,1,7,9,5,8,8,6,3,5,9,5,7,7,8,7,8,9,5,8,8,6,1,7,9,10,7,10,10,10,6,6,9,6,5,10,5,2,8,3,5,10,6,2,1,9,8,4,1,4,5,7,3,10,3,2,7,7,7,10,5,7,9,5,7,1,1,1,7,3,3,3,88.98683725328934,610879,5.644020049167512,31826,109541.2924727337,56.40764996251196,9,34.18142792186122,5.7368646804680905,71.38993263872487,80.88764519204246,10.226503185991646,38.30566065582661,7.025529949802756,2.075614930082843,10.137728272350461,3.6471187297110235,1.9722581621906607,0.9861856091785361,133177.15302588308,11416.178079924133,6835923.146668477,1700149.7274350696,2.4497956726964834,1.1465173965873172,0.7172754450444219,50.469726706130814,37.56890666479397,7.94310416762773,10.312615942170758,8.337716517843429,0.8317088267100646,0.2226961993904972,69,56,55,0.5919728246019438,16.630715891096226,8.88291853147264,0.5137777643058377,68.10335667733771,76.54411122995216,2.5265022780421225,1,1,0,0,1
10,18,62,0,1052512.2227399792,Germany,Asia,9,6,1,8,6,3,0,7,3,0,6,0,1,0,0,1,1,1,1,1,0,1,0,1,10,8,10,5,10,7,5,5,4,5,1,3,6,6,7,10,7,6,10,5,10,3,3,7,1,3,10,9,5,1,5,7,10,6,2,9,2,5,3,4,3,4,5,3,8,9,5,7,7,2,2,2,2,8,3,2,9,4,10,10,9,9,6,8,9,1,1,5,5,3,4,7,4,9,10,3,5,7,9,9,9,4,8,2,3,7,8,4,7,7,6,7,2,1,3,7,6,2,8,9,8,9,8,5,9,3,8,4,3,10,10,3,1,1,9,2,9,7,7,59.66489174204284,362817,8.635951378311152,99638,119941.43667656399,54.78425881362931,19,21.571602527163748,8.177930019899538,81.11487359979287,67.92259778817642,4.1875325974500255,18.011223162384304,5.0587941575892525,2.643747907134985,10.235728284180443,2.2094308331736285,1.2666972042853502,0.972503484618153,88797.64609174956,9088.742554519145,5216319.359185507,1568853.7879561502,2.694044206527053,1.413847818269876,0.3604942167387976,53.275097971117276,20.62241056873944,10.246030857596397,19.32298472596051,24.438552523875504,0.8973493989715738,0.32121064475549554,35,40,98,0.4147038987410311,39.45553378996369,4.729648951782403,0.8684894632628195,61.477856974555735,52.18181374780657,1.4278525655622496,1,1,0,0,0
15,91,27,0,730882.3336679263,USA,North America,3,4,1,10,1,1,0,9,2,0,8,0,1,1,0,0,0,0,1,1,1,0,1,6,7,10,7,10,4,8,3,7,8,1,3,7,3,4,10,10,3,6,10,10,10,2,3,6,1,4,3,10,4,7,5,2,1,1,2,2,9,1,8,1,10,3,3,7,5,7,3,7,6,3,3,7,4,6,4,6,9,7,9,6,10,2,1,7,6,3,8,4,4,1,10,4,7,10,3,7,3,5,8,3,4,3,4,9,7,8,1,6,7,6,6,6,2,7,3,10,9,1,6,10,6,8,10,10,6,5,9,1,4,1,6,2,6,2,9,1,10,3,8,57.22424954129339,888977,5.321612753132358,22414,92485.42424678008,46.60278731044962,21,19.169188230104876,5.409234645493379,118.00754047318587,64.4108547910351,14.673036948124366,16.483707151181278,6.717009952476035,1.6410833094394854,5.056352604529749,3.545496992479409,1.480555368687939,0.8172423861845914,85974.93382819189,10929.293818582431,4055728.3158691963,2378773.358570822,1.0292481795199466,1.4692711167171941,0.7339553662634941,25.505173624305577,31.532605816094478,8.182941708773782,5.45825189560125,22.959674443849117,0.5567305829836883,0.4577382518428317,63,30,87,0.7440317954589886,32.690670688839205,6.576451519143752,0.5904328546608659,63.19716765931677,76.61688226041585,1.5037245440656868,1,0,0,0,0
10,75,40,1,1573863.8573076408,China,North America,3,7,4,10,3,7,0,6,2,0,9,0,1,0,1,0,0,1,0,1,1,1,0,5,6,4,9,3,7,6,8,2,6,8,1,1,5,7,5,10,1,10,10,4,7,3,8,6,1,6,7,3,1,5,10,1,6,3,5,3,7,4,9,4,1,2,1,1,10,8,5,9,1,10,9,9,2,2,2,8,5,10,10,6,7,9,7,4,9,10,10,9,3,6,6,9,9,5,4,8,3,10,1,6,3,4,8,8,9,8,6,9,8,1,7,3,6,9,3,2,3,4,5,3,5,3,1,7,2,10,10,7,5,7,2,5,3,6,2,8,1,8,8,76.62507206206695,735218,6.260811812543275,92691,116798.4958685877,48.72716190911637,24,23.19352136400144,6.669273640132953,95.81031974217663,74.56361630546454,13.950189248228778,28.70965738891731,6.054539304796774,2.364241750852666,5.0891835252453195,4.01714829076889,2.496443169832495,1.7295280788221723,104343.0180840028,8618.14662029531,4752344.507934421,1718960.882773213,2.589510108173756,1.3570765770593103,0.2897232880279206,51.99566601087317,28.149170887880473,8.015903006978242,20.5102518342664,11.036661183303568,1.4166754555558434,0.2234220745026001,38,20,100,0.6689567017686263,25.01235303343615,5.077987638500743,0.8046672049775445,82.41720135855348,78.8715822076816,2.586537384791978,1,1,1,1,1
12,32,421,1,915443.4190571031,China,Europe,1,9,1,7,6,6,0,6,9,1,3,1,0,0,1,1,0,0,1,0,0,0,0,9,6,3,1,7,6,6,5,1,10,3,6,8,9,4,4,10,3,9,10,6,10,1,6,1,10,7,8,8,5,1,4,8,6,10,3,8,3,4,7,8,3,9,6,5,10,6,4,8,1,9,5,7,3,3,3,2,9,4,10,2,2,6,10,5,7,7,10,6,7,9,7,6,6,1,8,10,5,4,3,9,3,9,10,5,3,1,4,7,3,8,7,6,2,9,10,7,1,3,4,10,2,9,3,8,6,1,6,7,2,6,7,9,1,3,2,1,1,10,7,67.91180557658794,626075,5.707083989016105,96161,92145.25755229566,56.22365761015955,49,46.600380529360265,9.348059824061174,81.39497168987519,88.99861767315595,2.91058128403282,16.151827269699833,2.5546470407242854,0.5997766925528065,9.631881868469474,5.953908909169382,1.7794657577823805,1.5037205721361067,99353.24445580012,9505.875439244915,5319102.041504105,2401486.562712428,1.0243023852831976,0.5031811903514156,0.3951802468193527,51.84402110474067,32.29364699640958,4.381710246017853,6.108144343487466,12.970875575924826,1.20185626662011,0.44967290288464024,55,41,94,0.7842402763210508,32.65059621887387,2.724529204151306,0.5826969781254153,84.16242207125032,64.6969299581588,2.2885401255705435,0,0,0,0,1
18,17,462,1,-27306.78073182411,UK,Asia,4,3,3,4,8,7,1,3,3,1,4,1,1,1,1,1,1,1,1,0,0,0,0,9,9,9,2,6,2,6,1,2,5,6,7,4,7,10,8,3,4,5,10,5,7,8,2,9,6,4,7,1,5,1,8,3,4,9,8,2,9,9,4,9,2,1,9,1,3,9,10,5,5,8,4,5,6,10,5,8,7,8,4,4,1,5,8,4,4,2,4,5,4,9,7,9,6,4,9,9,10,6,4,7,9,4,1,3,5,9,10,3,7,6,2,2,1,6,8,1,1,5,7,2,10,1,2,1,8,10,5,10,6,2,10,7,3,1,3,3,1,9,9,68.224689133416,154984,5.2061214857110665,79884,96384.38239124205,38.5655741566205,21,40.593384080990255,8.177358543836291,79.47757823376234,55.920427367383944,11.922051700945298,32.0864370606874,1.1603619411734223,1.098273711045338,5.369196198275568,4.644263900261404,1.9724816584699865,1.4221220979068998,56659.916587409585,9396.494480640113,6716272.108538547,2284204.980009466,2.9960471255447763,0.5274340298868269,0.4366004723210566,47.88670862774731,17.673616858512744,15.027447010017207,23.961588807115092,15.148852126789617,1.1465897796207816,0.4262873357636582,75,29,83,0.6850313760837659,17.15721147282447,4.378831159400875,0.9927184106273226,89.93959876591664,67.8737628007434,1.4171914092193676,0,0,1,1,0
3,32,455,1,563192.7948548056,USA,North America,1,7,1,4,6,9,0,2,3,0,10,1,0,1,0,0,1,1,1,0,0,1,0,3,6,7,10,1,2,5,7,9,2,4,8,4,1,9,9,4,8,5,7,3,4,3,1,6,4,2,7,7,9,9,3,6,5,8,1,2,8,2,9,9,6,9,6,9,10,1,6,1,7,7,8,3,8,10,4,3,3,2,7,2,1,6,3,9,2,10,1,2,4,5,9,1,1,4,6,10,9,8,1,6,10,4,5,4,10,7,3,5,1,10,10,4,10,5,6,8,1,6,1,2,4,3,3,7,10,9,3,6,2,6,2,9,8,3,3,6,4,10,8,53.768020945043624,390272,9.39555034476798,5392,128402.14599499753,32.10474080903629,31,42.79331254188626,6.349918821882986,122.11141158173149,81.83481461142861,12.204982154082082,38.480193111124166,1.3740774732435854,1.8806708155760459,6.271132733731337,2.6985743304042336,2.193973643742601,0.5000894599935273,104834.34162721889,9763.058653803564,5801340.571025546,2006676.5730420633,2.472896291234382,0.5783221233659874,0.5113243253638073,21.399872562095133,36.73046505543234,5.09715633960729,19.779514429853805,18.913639728649766,1.0189165608733886,0.32322439096457695,44,55,47,0.5044698449594182,27.791125321339013,5.3272973487370905,0.6177403565556121,69.76676653020834,63.200174388352885,1.3754419698253084,1,1,1,1,0
15,24,216,1,1362914.3583830954,India,Europe,4,4,4,6,8,6,1,6,4,1,2,0,1,1,0,0,1,0,1,0,0,0,0,5,1,7,5,2,8,2,6,2,9,9,3,8,1,8,9,4,5,1,5,5,1,6,4,3,4,9,6,3,7,4,1,2,2,2,5,10,6,4,2,4,6,7,10,5,8,2,9,8,6,7,1,7,7,1,10,5,8,7,1,4,7,3,1,8,7,10,7,3,9,2,2,3,1,8,7,1,10,2,7,9,5,5,4,2,3,2,10,3,6,1,9,7,10,3,6,10,9,8,8,5,5,6,6,1,5,8,8,2,1,10,9,3,8,1,7,8,3,4,3,68.6630793094154,911458,5.698882812596318,25211,141356.29194830937,63.12893700480029,7,10.32577759146176,5.8921332208397486,85.3625051852526,84.31100525946252,4.483527692005058,15.663110051643717,8.928000280838365,0.7021969421677988,11.392488233158192,2.5759403722583123,2.4878902431287537,1.5814693062837126,117886.92039019216,10997.33742251484,3235302.1411779076,1738358.3547437927,2.9947904666503598,1.3936012102766075,0.2962083012569313,40.45515676067841,21.854280629893154,4.856835258121415,11.923199192645546,22.859970995290098,0.5890741464049403,0.11398222930677725,31,41,65,0.5669449314534967,33.44349028277782,9.579427418796367,0.32504101227155574,71.66768341454618,56.35805335924274,1.498944162997111,0,1,0,0,1
9,29,144,0,1175603.017518928,India,North America,1,8,1,8,1,8,0,1,1,1,5,0,0,1,1,1,1,0,0,1,1,0,1,5,8,4,10,7,5,10,6,5,8,3,9,10,6,7,6,8,3,9,5,8,4,3,4,1,10,3,2,8,6,8,8,5,4,8,7,8,7,6,4,7,4,7,9,3,10,6,7,4,2,7,3,8,8,5,1,9,3,7,3,1,7,6,5,9,9,1,1,8,9,8,10,6,7,4,2,2,9,2,4,1,9,8,5,3,3,4,10,1,3,9,9,8,9,1,2,4,8,9,10,1,6,7,1,8,8,3,1,2,4,5,2,2,4,8,2,5,7,3,2,52.04025085471673,261153,7.716622213416402,5371,103423.22114909005,33.29441604715641,58,42.91378993552618,9.631672967831953,60.01170235234011,75.75536280221512,4.605282030863045,33.36692043953842,6.310680904038586,2.1020299979315746,6.449109601197494,2.33096000277241,1.121554463150957,1.2253007252150752,92201.76303839889,9526.345627592389,5410817.364576299,2130957.0827023303,2.0471061062289717,1.2643949905971439,0.3362632673152103,35.86709024475575,38.1661840450058,17.920687228641427,16.44633307138976,21.938000068871276,1.4364267492346383,0.20018936390298037,77,44,65,0.4898000851933125,32.974511805697645,6.2282121189774164,0.29016600129676606,65.63049840877673,61.69732138940411,2.867575137370907,0,1,1,0,1
12,28,240,0,1756650.1295483622,USA,Europe,3,2,2,5,1,2,1,4,7,1,3,0,1,1,1,1,1,0,0,0,0,1,0,7,8,6,1,1,5,10,4,1,2,9,3,9,5,5,3,1,4,3,2,7,1,9,4,3,3,9,4,9,3,10,8,1,4,8,10,8,5,5,10,4,8,2,7,9,6,9,6,7,2,5,4,2,10,4,7,8,2,7,4,7,8,7,7,7,10,4,6,2,2,2,1,1,10,6,7,4,8,10,6,3,8,3,4,8,8,2,6,6,7,10,4,6,10,3,9,10,5,3,3,3,4,4,4,10,8,4,6,5,2,1,3,4,4,6,2,4,5,6,5,67.10834322312796,80209,6.27090059448749,89648,158373.70913522804,30.772221795902098,23,18.165725248105996,9.27198990252446,117.83174811548679,92.55838239381802,2.4987817401406476,20.836314702184914,1.7263187898603716,1.14790514793805,10.465294368473225,2.4803785395689535,2.467274037691646,1.6667144292215985,97978.76646809386,11708.225203995815,5971544.10713758,2137226.4898515856,2.9271398996378775,0.8988420750256699,0.5831255374212632,47.67438945520957,35.19404468977149,4.894867472603132,22.88999520031957,9.994897336692146,0.8636420872451249,0.47228629218274176,61,46,52,0.7761818518892545,11.630379108971882,7.247169780524619,0.3351235705155864,65.1184903460891,57.79095822029642,2.3848977952377086,0,0,0,1,0
6,44,334,0,948526.1776501822,Germany,North America,8,9,2,9,2,7,1,7,7,1,10,0,1,1,0,0,0,0,0,1,0,0,0,5,9,10,9,4,8,5,4,3,3,4,9,10,1,4,10,3,10,5,1,5,2,5,5,3,6,9,8,2,4,8,2,8,10,2,8,3,7,6,2,9,8,4,1,4,6,6,2,1,7,9,10,4,6,7,6,4,4,2,5,6,6,4,3,1,6,10,5,3,10,3,9,9,8,5,4,7,6,5,7,3,3,5,10,2,2,10,6,5,4,10,7,8,10,6,5,7,4,3,9,2,1,1,1,6,7,8,4,3,7,1,8,3,2,5,3,5,3,8,9,90.5034575587804,560875,8.216074210655822,81296,63173.599363219924,45.429592456437895,37,17.48583607777053,7.479629790736224,86.5139630842195,68.7537064309361,14.42709887301754,11.795505233988518,4.823732328518794,2.1161211119009327,5.234107540002347,2.673614327245071,1.9696317673497223,0.9048701873623592,93946.54252029875,11564.460089834,5185083.164331881,2622072.3887849962,1.8497330350566976,0.509464066106468,0.5682210417573582,50.85811778209845,14.585723052788774,2.381964086848254,22.72637457128469,12.860641767879661,0.7898387581441392,0.12412854631492523,31,43,116,0.6014609982156568,38.95727657891564,3.110171060210279,0.9747420445672217,88.87719950040133,62.28423305509865,1.614467356458255,0,1,1,0,1
1,40,438,1,844541.6465452568,India,Europe,5,6,1,9,8,5,0,7,5,0,5,0,1,1,0,0,1,0,0,0,0,1,0,8,7,5,6,7,8,8,1,5,1,7,6,2,3,3,5,3,4,2,10,6,3,3,6,1,7,7,7,3,5,4,9,9,6,4,8,6,1,6,7,8,8,10,8,9,7,8,10,10,9,6,7,4,9,1,2,3,5,5,10,2,10,7,3,3,9,9,10,2,2,9,6,5,5,4,3,6,8,8,5,3,10,5,6,9,7,2,1,6,6,8,6,5,1,7,8,6,6,8,8,7,7,3,7,1,10,1,10,1,8,1,6,3,7,7,10,3,3,10,2,61.19192316864044,38999,7.336184526240756,52200,109786.87097777224,54.91435614041081,26,26.842926993646493,8.220143678304023,104.06611228463699,59.02723079189483,18.705090776537006,31.415449427832396,3.9897565091823832,2.038470891170417,10.781144155490038,2.104586961359401,1.7037766911249264,1.5642321859949302,139411.79901313173,7718.225980185366,5311580.840063915,1895071.0682043782,2.424386694734353,0.8727043477928286,0.33147163972520416,39.40549490939439,28.94753933738173,13.448236596065074,13.795989956422936,15.194964668525042,1.1287350232473672,0.3423748321021881,83,37,87,0.31761072989787004,15.88451681178328,9.268686925633133,0.22192670793091207,88.30975135753827,37.767224910122856,2.157031931719447,1,1,1,1,1
11,34,291,0,1672196.8989086798,UK,North America,5,2,1,9,7,10,1,10,3,1,8,0,1,0,1,1,1,0,1,0,0,1,1,7,4,6,4,7,1,7,7,1,1,6,3,3,4,4,1,10,9,1,2,3,5,10,8,2,7,6,1,6,1,6,5,3,7,6,1,4,7,9,5,8,3,4,4,10,6,9,8,7,1,2,3,10,9,10,8,3,1,8,4,10,9,5,2,6,3,4,5,3,9,9,10,3,2,6,6,8,6,6,3,7,5,5,8,1,8,8,7,2,5,2,6,9,3,7,10,4,3,1,2,9,10,7,5,4,1,1,7,4,10,3,2,5,6,7,8,4,5,1,5,98.42496996334141,245790,5.637422331010539,34491,61223.02338823449,43.22175481896468,43,29.77104034521169,8.568146292921572,96.18107588334263,80.98654033065327,17.922966661974712,11.447256374431522,2.4303031712684535,1.334579747446095,6.090931635197069,5.860282546545977,1.4635357270076281,1.3285763651629163,101137.8973491146,7874.017010722985,2246199.9644701234,2335186.584899067,1.5366127556651545,0.5807720379992102,0.6525496373620489,59.071119688042856,36.21796804707118,14.49045229576495,19.250100104635933,14.227986369724238,0.5446376269768343,0.46858631382479,55,32,109,0.49264482501179735,25.625502410701174,3.4633679118909573,0.9285157801826434,94.18234206756489,61.253851534622264,1.3842300618777563,0,1,1,0,0
10,66,207,0,628518.0981617505,UK,North America,4,9,3,7,6,2,1,9,10,0,6,1,0,0,1,1,1,1,0,0,1,0,1,9,10,3,3,3,9,1,4,9,5,10,5,7,6,8,5,8,8,4,1,6,7,2,7,9,4,10,10,4,6,8,7,3,8,10,6,8,3,9,3,3,4,9,5,2,2,6,9,10,7,7,3,10,4,5,2,10,8,2,5,8,4,3,7,1,1,10,9,7,10,3,2,1,8,6,4,9,7,3,8,5,3,8,4,4,6,1,1,4,1,8,4,10,8,2,1,9,10,6,9,6,7,7,9,2,7,1,2,7,5,4,4,2,2,6,3,3,8,7,7,80.94677672583514,385506,8.71078715306407,42074,82431.06033194935,42.360349214273754,44,41.201118812169895,8.171899213713727,75.70795378527892,83.54257794647216,13.986297561539981,23.834021001231427,8.90832555856219,2.8943679202110437,4.201345162676832,3.8462086367282224,1.4135550701373851,1.6772235941491005,103521.9383133734,11466.849408206563,5472112.336025067,2026299.0727309403,2.599674625483672,1.1111475178827233,0.3457675099185286,54.38385080106964,33.747860078554,17.876511633510276,13.093324928799985,22.47629881551465,1.9527921967241415,0.1482011019679268,71,33,108,0.6515761222873733,26.783891280025742,4.903535645927684,0.8308917034684258,86.89410801018903,59.366870499656486,1.2468044061817254,0,0,0,1,1
17,77,57,0,486506.61375782767,China,Europe,9,8,4,6,3,4,1,3,9,0,5,1,0,1,0,0,1,1,1,1,1,1,0,1,1,8,9,9,1,9,5,7,8,2,4,3,7,8,7,2,1,5,5,5,8,2,4,6,5,9,8,6,9,6,10,9,8,4,3,7,4,5,10,7,4,3,10,6,5,1,8,7,2,1,5,1,10,10,8,5,3,9,2,10,9,5,1,6,3,10,7,3,4,7,6,1,6,9,6,1,1,4,9,4,7,10,5,6,4,4,10,9,1,3,6,6,5,5,8,6,1,10,5,8,9,5,8,7,10,2,7,1,6,9,5,9,1,4,10,4,5,7,8,51.33924336096556,210594,5.74907922437872,56784,75304.09724609794,50.61840058657395,15,40.00772750519851,5.755234408750498,96.97513719959325,55.15054993498103,14.84760465118131,11.069691702175692,3.311095812946986,0.709869688761761,11.06026980591924,4.610399904951193,2.648023973032444,1.6755132625582516,104978.18003383891,10054.56621991741,6243668.600604127,1831224.8760914542,1.7358298015762805,0.7382111038005824,0.5366230994481487,41.46072116600949,35.719099283487026,15.09611685391542,21.743902307399225,5.59307518424609,1.6330831130067485,0.35812036662959124,49,50,109,0.45121533000155895,21.91709312715259,9.944977211324652,0.2544351905132593,63.88937536179192,37.84169429913271,2.8064398720702286,0,1,0,0,1
11,97,50,1,376569.0660015389,China,Asia,1,2,4,3,8,6,0,9,6,0,6,1,0,0,0,1,1,0,1,0,0,1,0,1,2,5,1,3,4,9,5,9,4,10,8,6,7,4,7,3,8,6,6,9,1,7,1,2,6,10,8,4,4,4,10,10,2,1,4,8,7,7,3,5,7,3,5,6,2,4,9,4,3,8,7,7,10,10,8,3,8,3,3,10,5,1,4,9,2,10,1,8,10,10,5,9,3,5,3,2,5,3,8,6,5,7,10,5,7,7,2,3,7,1,4,2,7,10,5,2,5,5,3,7,3,6,7,3,6,8,7,9,3,9,1,6,2,7,9,2,1,4,1,55.614387542618104,470521,7.186505183268101,89143,70182.44606008285,32.50420237988843,39,42.013055739858885,8.083125380058865,100.41767871936516,81.89833422844535,7.400567064190024,28.131666443794778,5.184827778313527,1.4124509062662653,10.463584247104649,5.282273487449974,1.6453681678477958,0.5485344366395466,123701.52477713414,7920.824580682933,5125155.125386408,2709024.935378088,2.448012888263352,1.0566771853089025,0.7308665644234422,40.932849704432854,31.26459664038859,7.790166001635075,12.063349945555325,12.254014646270434,0.6065849055775578,0.3678341094047113,84,32,82,0.4606365369674303,26.2948445735958,5.163097560424481,0.22320144667241168,64.31746155382044,42.61852301190747,1.4334285985645157,1,0,0,0,1
