Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120
5,2,158,0,1257724.1882733805,China,Europe,6,3,3,3,3,9,0,9,7,0,6,1,0,1,1,1,1,0,1,0,0,1,0,9,8,4,6,9,9,9,3,10,5,2,9,4,5,6,7,4,10,7,8,9,4,7,3,6,8,7,2,3,9,1,8,2,10,1,2,1,7,2,1,10,10,8,1,6,5,10,5,8,8,7,10,5,5,9,10,4,9,5,4,6,8,3,4,10,10,10,1,2,9,2,8,3,9,3,10,4,10,6,1,4,7,10,3,7,9,10,4,6,1,5,4,6,10,5,1,1,10,6,5,7,2,8,6,8,10,9,10,6,2,3,3,2,10,2,4,5,9,10,4
15,92,308,0,832920.9379327447,UK,North America,5,2,3,10,7,3,1,2,3,0,3,1,1,1,1,0,0,0,1,0,1,0,1,3,5,7,1,2,7,3,3,8,6,5,5,10,2,2,6,7,4,4,6,1,6,8,5,2,1,2,1,8,7,5,6,1,1,3,7,8,3,8,3,5,3,5,6,7,6,5,5,8,5,8,8,10,5,9,1,8,9,9,2,7,6,2,7,6,6,6,6,6,4,9,9,6,8,3,4,9,5,8,10,4,1,6,4,9,6,5,5,7,1,9,2,2,3,8,4,10,3,6,9,10,6,3,6,6,9,9,5,1,5,8,9,4,4,1,2,6,2,1,9
18,61,262,0,313857.80518277106,USA,North America,7,3,1,2,6,10,0,9,8,0,10,1,0,1,1,0,0,0,1,0,1,1,1,9,10,2,3,2,7,2,3,10,4,8,1,2,1,9,10,5,9,10,7,6,10,7,1,5,10,10,3,9,1,8,6,3,6,7,5,8,6,8,7,5,2,1,3,10,8,10,8,9,3,2,7,6,7,6,1,4,3,8,1,9,10,1,1,6,1,7,8,2,8,7,10,2,7,10,2,7,2,1,5,6,1,1,4,7,7,4,1,9,4,8,10,9,7,9,8,6,2,9,4,1,8,9,5,9,7,3,2,7,5,3,1,3,1,10,4,3,2,10,4
10,75,34,1,1285045.7580624036,USA,Europe,2,5,3,1,6,10,0,1,5,0,5,1,1,0,0,0,1,1,1,0,1,1,1,1,8,7,6,6,1,8,9,6,10,3,2,9,9,10,10,6,1,2,3,10,2,3,2,9,1,7,8,2,5,8,1,9,10,8,7,8,8,5,7,3,5,5,6,3,8,6,1,8,1,5,6,1,1,5,8,6,7,10,3,10,8,2,3,1,1,3,9,2,8,1,2,6,10,8,2,1,1,10,5,10,2,9,1,5,5,4,1,4,4,8,8,1,6,5,6,8,1,4,1,10,1,10,8,8,2,7,8,6,8,10,6,9,9,3,3,10,6,10,3
1,60,73,0,-208543.01732459618,USA,North America,5,8,3,8,6,8,0,1,10,0,6,0,0,0,1,1,1,1,1,1,0,0,1,5,6,10,6,6,9,2,5,4,9,7,3,4,3,10,1,3,3,4,5,10,1,3,3,3,2,1,6,4,4,3,2,10,10,6,10,4,5,10,9,8,8,4,1,6,7,9,7,5,2,8,4,6,6,5,6,3,2,1,10,3,1,6,7,2,2,8,6,8,10,1,2,9,3,1,9,10,9,1,3,4,7,10,9,2,5,10,8,6,7,8,5,10,3,7,8,6,1,5,1,3,5,7,4,2,6,8,9,8,3,10,9,3,4,5,1,10,1,2,8
14,25,67,0,825192.7094857877,UK,North America,9,2,3,4,3,7,0,5,9,0,10,1,1,0,0,1,1,1,1,0,0,1,1,8,5,3,3,1,5,2,5,7,9,5,3,7,2,8,6,9,5,4,6,10,4,7,8,7,1,9,7,1,9,8,10,2,5,1,5,6,1,2,6,4,1,1,6,7,4,8,7,6,9,5,7,3,8,3,1,3,10,7,4,5,6,7,1,8,9,7,9,6,9,7,1,4,7,5,2,8,2,3,9,8,9,4,4,6,6,10,7,10,4,3,3,8,5,8,6,8,3,1,8,2,2,1,3,7,1,4,9,3,6,3,10,2,7,7,8,3,2,2,6
12,46,317,1,1197855.4867402823,USA,Asia,9,5,2,2,5,10,0,4,7,1,2,0,1,0,0,1,0,0,0,1,1,0,0,6,6,4,1,3,2,8,3,3,2,10,8,2,9,10,4,8,1,7,3,4,2,5,9,4,9,7,1,1,3,7,5,10,8,1,3,10,5,10,7,10,7,6,5,4,2,8,3,5,8,6,3,10,4,7,2,3,4,2,10,7,10,10,7,2,5,5,1,1,10,7,7,7,2,9,2,2,6,3,10,2,10,10,1,4,3,8,5,6,4,9,2,9,8,7,7,5,7,2,3,2,9,5,5,5,10,6,6,2,9,4,8,1,2,1,6,7,7,5,5
1,75,387,1,389494.70103920694,Germany,North America,7,8,4,3,9,7,0,10,6,1,3,1,0,1,1,0,0,0,1,0,0,1,1,3,7,9,7,2,1,4,2,9,3,5,5,10,7,5,1,3,9,10,5,7,10,7,3,8,1,6,9,4,3,4,8,5,3,2,8,6,8,6,3,2,7,7,6,5,2,7,1,9,8,3,6,7,5,2,4,8,9,8,5,4,10,4,5,2,4,7,5,5,1,4,8,1,5,7,8,4,2,6,4,3,7,9,1,4,8,2,2,2,4,9,1,3,4,6,1,2,8,2,5,2,6,6,5,10,4,6,4,3,3,5,9,9,1,9,1,5,4,8,1
11,59,392,1,454096.46173818875,UK,Europe,4,6,1,3,9,3,1,1,6,1,10,1,0,0,1,0,0,1,0,0,0,1,1,4,3,7,4,9,7,10,10,3,7,2,10,2,1,8,8,10,3,8,5,7,4,5,2,7,4,10,1,10,8,3,4,7,8,4,3,7,5,6,1,6,4,2,7,8,7,2,9,10,7,1,2,2,10,10,4,7,6,1,3,5,9,10,2,5,7,5,7,5,3,7,1,2,8,7,8,1,5,4,7,6,5,1,9,5,7,8,9,3,4,9,7,5,1,2,6,1,4,6,7,6,4,7,8,7,5,7,10,3,8,1,6,1,10,5,2,7,7,5,1
15,16,150,0,1313679.4292330425,India,Asia,8,1,1,3,9,9,1,2,2,1,2,0,0,1,1,0,0,1,0,1,0,1,0,6,10,10,4,5,7,7,4,7,7,6,4,1,2,7,2,6,1,3,8,9,1,7,5,4,1,2,6,5,6,3,4,1,6,3,8,8,3,10,6,1,7,3,7,6,3,5,5,10,5,7,2,10,2,4,3,2,9,3,3,4,6,9,1,8,8,6,5,7,8,5,2,1,7,6,3,4,7,3,4,2,7,2,3,5,9,3,4,2,4,2,5,4,3,4,7,10,6,7,3,4,1,8,8,1,1,6,8,4,8,5,3,7,9,6,10,5,6,9,10
10,94,164,1,784156.8663128719,UK,Asia,7,4,2,3,10,5,0,4,7,0,7,0,1,1,1,1,1,0,1,0,1,0,0,6,10,4,10,8,4,1,6,9,4,9,9,7,5,7,5,1,6,1,10,6,9,5,4,9,10,9,4,4,10,5,3,1,10,5,1,9,8,3,2,10,1,2,10,5,4,8,6,6,1,4,5,8,4,4,6,9,6,2,2,4,5,7,6,9,10,2,9,7,7,1,7,8,3,9,3,8,1,8,6,7,6,2,8,3,3,3,3,5,9,6,7,6,8,9,4,2,10,9,2,7,4,10,7,2,4,3,8,3,7,4,5,5,8,2,10,8,2,4,4
15,19,103,0,1305240.8252654877,China,Europe,4,1,4,2,5,7,0,1,9,1,7,0,0,0,1,1,1,1,0,0,0,0,0,8,7,3,6,1,4,5,7,3,5,3,8,6,5,1,1,8,3,9,8,1,7,5,3,5,9,4,3,4,8,6,4,3,3,5,9,1,5,4,5,3,7,5,7,1,2,7,7,10,9,1,3,4,5,4,5,7,6,3,1,1,4,10,6,2,3,6,5,5,3,2,8,7,1,5,5,4,5,2,3,8,2,1,6,9,9,8,7,8,6,6,6,5,3,2,10,8,9,6,10,3,9,4,10,10,7,3,10,10,1,9,10,2,7,7,8,5,7,3,4
11,42,129,0,799652.0976778534,China,Europe,2,8,4,6,10,4,1,10,1,0,8,0,1,0,0,0,1,1,0,1,0,0,0,8,3,7,8,2,3,1,6,5,8,4,5,4,3,3,6,7,3,8,4,5,5,9,1,7,4,6,10,4,8,9,5,3,5,8,3,5,8,6,5,10,8,7,3,9,7,7,2,10,4,2,1,5,10,4,6,5,4,2,7,1,3,1,2,9,2,3,1,6,5,1,9,3,10,4,6,1,10,10,10,6,2,8,9,7,3,7,7,5,6,9,8,5,2,8,7,7,9,10,6,4,3,3,5,6,7,4,3,1,3,8,1,4,3,7,7,7,6,5,2
4,21,237,0,750606.9155503507,USA,North America,2,8,4,4,8,2,0,4,4,1,3,0,1,0,1,0,0,1,0,0,0,1,0,5,8,1,1,7,1,6,1,5,2,4,4,6,2,6,2,3,3,6,7,2,9,8,9,3,8,5,1,3,3,10,8,9,7,6,10,10,2,9,5,5,2,3,3,9,9,4,7,5,4,8,1,2,7,5,7,4,1,10,7,7,6,3,1,7,9,3,5,5,6,9,9,5,9,7,8,8,2,4,7,1,5,5,6,8,2,3,1,2,8,3,6,1,5,6,4,9,8,7,6,2,3,9,4,4,3,6,2,9,5,2,7,1,10,3,7,2,9,3,10
5,8,204,0,1900539.6961108136,India,Europe,3,5,4,1,8,3,1,8,10,0,2,1,0,0,0,0,0,1,1,0,1,0,1,7,7,9,1,8,6,8,4,5,8,4,7,8,9,7,2,9,8,9,3,1,9,8,2,6,5,2,3,2,5,4,2,6,3,2,7,8,2,7,3,8,4,5,8,10,7,9,3,7,5,4,1,10,5,2,4,8,4,8,9,1,4,10,7,4,9,6,3,3,5,1,2,3,9,6,5,6,8,1,5,2,5,3,10,3,3,9,2,9,4,2,5,4,3,10,3,8,9,9,8,10,1,7,6,4,10,2,9,10,1,2,8,8,5,2,2,10,8,9,1
7,69,247,1,415555.3837529224,UK,Asia,1,5,4,4,1,2,0,7,9,1,4,0,0,1,0,1,1,0,1,0,1,1,0,5,1,8,6,7,7,8,1,3,8,9,1,2,9,6,4,10,3,7,10,4,3,8,8,7,4,4,8,7,6,1,7,4,8,9,6,4,4,9,3,5,4,5,2,5,6,4,6,9,8,8,8,1,3,6,7,6,5,6,8,9,5,9,1,2,4,10,9,1,7,7,6,1,7,4,6,6,6,8,7,2,2,9,3,8,7,4,9,3,6,7,6,9,2,4,7,2,2,10,1,3,4,5,9,6,8,8,7,1,4,10,10,1,4,8,8,10,8,2,6
15,57,311,1,24003.86317039421,India,Europe,7,8,3,1,1,1,0,3,4,0,1,0,1,1,1,1,0,0,1,1,0,0,0,2,5,7,4,2,3,3,3,8,3,7,4,6,7,1,7,3,4,9,5,9,1,9,4,7,5,10,7,8,3,1,8,9,5,10,10,9,8,9,5,9,2,2,4,3,8,5,8,9,8,6,4,5,9,8,5,3,10,3,8,2,5,3,5,4,6,4,1,1,5,4,7,10,5,5,7,3,9,4,5,3,10,5,6,10,2,9,3,6,10,2,1,4,10,10,1,6,10,9,1,7,10,7,10,7,6,4,1,6,10,8,2,10,2,9,6,6,7,10,2
16,26,50,0,1125731.9415185084,China,North America,5,3,3,7,8,1,0,6,4,1,9,1,1,0,0,0,1,1,1,0,1,1,1,1,10,1,5,9,1,6,4,1,2,4,6,6,1,1,2,7,4,1,4,8,2,6,6,8,3,1,9,8,3,1,5,7,6,5,6,9,1,9,10,1,10,8,8,4,3,3,4,3,3,1,9,5,7,9,1,9,10,6,8,5,2,2,1,6,7,1,5,2,6,9,9,7,6,8,7,8,2,9,7,10,7,2,7,6,4,5,8,5,8,5,5,8,1,5,1,8,7,1,5,9,3,5,7,6,9,5,3,3,6,5,7,2,9,10,3,6,9,5,3
3,81,319,1,854912.8039129879,Germany,North America,8,1,1,9,3,4,1,8,9,0,7,1,0,0,0,0,1,0,1,0,1,1,0,10,6,6,7,3,8,10,7,1,7,5,2,7,2,1,7,5,6,1,2,9,4,7,10,7,8,6,6,4,4,7,5,3,1,6,6,8,4,5,7,8,10,4,3,3,10,5,9,2,3,5,5,1,2,2,7,10,2,7,9,6,7,6,2,8,9,5,1,8,1,8,5,9,5,5,8,4,9,3,9,8,4,8,8,3,9,4,10,7,7,5,4,6,9,1,7,4,2,10,4,4,8,2,9,5,4,5,7,7,1,2,1,6,6,8,8,10,1,5,2
16,67,272,0,791638.9462210558,UK,Asia,1,6,3,2,8,2,0,9,4,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2,5,2,10,7,7,3,2,4,5,2,4,6,8,1,10,5,9,10,6,10,8,1,9,4,9,9,6,8,4,8,5,10,1,8,5,10,9,7,3,6,4,7,10,8,1,8,6,9,2,1,10,7,6,4,9,7,10,1,7,5,8,2,10,2,9,8,8,3,6,6,3,9,8,2,8,8,1,2,9,10,7,9,7,4,5,4,8,1,5,2,8,8,2,7,6,4,9,10,7,2,5,9,10,10,5,7,2,6,9,1,1,8,5,2,10,4,4,5,1
3,90,139,0,67066.44482500898,Germany,North America,3,3,4,1,7,10,1,1,2,1,9,1,1,0,1,1,0,0,0,1,0,0,1,6,3,10,2,9,7,7,4,9,9,4,5,9,10,2,10,5,7,3,5,7,6,10,10,2,3,3,9,10,4,9,2,4,10,4,7,10,6,3,6,2,3,8,1,6,8,9,8,6,4,6,3,9,8,4,9,7,4,7,1,1,7,9,4,6,8,5,6,6,10,7,9,10,7,7,8,2,8,4,7,6,3,10,7,4,2,6,2,10,9,10,6,2,10,6,9,1,9,7,7,6,4,7,1,1,2,9,4,4,1,6,9,1,10,6,5,7,3,7,8
11,12,158,1,1478052.4499038772,UK,Asia,2,9,2,8,5,10,0,6,10,1,1,1,0,0,1,0,0,0,0,0,0,1,1,7,5,4,1,4,3,2,8,10,4,3,9,8,6,6,1,8,1,3,1,2,6,5,10,4,2,1,9,3,3,9,8,8,4,7,1,9,8,3,8,2,4,3,10,6,7,4,1,8,6,1,10,5,7,3,1,7,3,2,7,2,2,6,5,2,1,10,8,9,3,4,7,10,4,6,5,10,10,7,10,4,2,7,5,8,1,2,6,8,10,5,7,4,10,7,4,6,7,6,6,1,6,6,5,6,4,3,5,3,2,9,9,5,4,10,6,1,5,1,2
8,77,116,1,1364913.2135315265,USA,Asia,3,3,3,4,10,2,0,3,8,0,6,0,0,1,0,0,0,0,0,1,1,1,0,5,5,9,4,9,10,2,5,2,3,10,6,5,8,4,8,9,2,2,7,5,2,4,8,6,6,8,4,2,4,8,6,3,3,9,5,8,4,6,5,8,2,3,9,9,2,1,6,1,10,3,9,9,6,4,4,9,3,9,3,8,5,8,9,4,6,4,4,2,9,6,10,3,4,8,10,5,5,3,4,2,6,4,9,9,9,3,10,6,8,4,2,8,2,10,8,9,4,4,4,5,4,5,6,7,5,8,3,3,3,2,10,3,9,7,9,2,1,4,3
18,28,199,1,452608.16330456594,China,North America,6,6,1,10,8,9,1,3,9,0,7,0,0,1,0,1,1,1,1,1,0,1,1,9,6,9,10,2,7,9,4,9,1,10,2,9,10,1,8,6,8,5,5,4,5,9,10,8,5,4,8,1,2,7,3,7,10,3,10,8,1,1,10,6,8,8,5,4,2,3,2,1,7,8,3,5,6,6,3,1,6,6,7,9,8,8,3,7,7,8,4,1,6,8,4,5,2,8,7,10,4,5,10,10,2,6,3,5,9,10,2,5,6,6,3,10,3,9,4,8,2,6,6,4,8,7,1,5,3,4,3,9,3,10,1,3,2,5,9,2,8,4,3
6,23,260,0,182103.4488746106,Germany,North America,4,8,2,9,6,5,1,6,1,0,8,0,0,0,1,1,0,1,1,1,0,0,1,2,4,2,6,6,5,5,2,6,8,9,7,1,2,7,6,2,10,6,7,1,7,9,10,9,4,10,10,7,5,7,4,3,2,10,5,8,8,4,10,3,6,4,6,2,7,4,1,10,7,2,3,5,8,4,6,10,9,10,2,7,1,2,10,8,2,9,3,1,6,2,4,5,6,3,6,7,6,6,3,9,9,5,2,4,6,10,5,5,5,1,1,8,2,5,8,10,4,7,10,5,7,2,8,5,3,9,6,10,3,9,4,10,1,5,6,4,5,8,6
6,53,419,0,1299920.2173936795,Germany,Asia,8,2,1,1,5,2,0,3,9,0,6,0,1,1,1,0,1,0,1,0,0,0,0,7,3,8,4,6,8,5,7,6,7,4,4,2,7,1,6,9,7,8,4,5,9,9,8,2,3,2,4,2,6,5,2,7,2,7,10,6,1,3,6,5,2,10,10,8,10,2,4,4,7,7,8,5,6,1,2,6,1,10,8,6,6,3,10,8,4,5,2,10,8,7,5,2,3,10,1,1,6,8,4,9,8,4,1,10,3,6,2,6,1,10,3,10,2,7,4,9,9,3,6,7,8,5,3,9,5,3,9,3,8,7,5,6,7,5,6,4,9,2,2
6,51,252,0,440676.0873348308,UK,Asia,5,7,3,3,6,2,1,4,9,0,7,0,1,1,0,1,0,1,0,1,0,1,0,10,4,7,4,2,2,2,4,9,8,8,3,9,2,10,2,6,4,9,10,8,9,10,4,4,10,9,1,7,7,7,8,4,4,4,2,4,9,8,2,7,2,10,3,6,9,2,5,5,4,9,7,7,4,7,7,10,3,6,9,6,8,2,2,4,5,8,5,10,10,1,10,9,2,4,6,5,2,3,3,6,1,1,1,9,7,1,8,6,2,5,5,2,9,10,6,10,7,6,5,1,1,6,7,7,3,9,8,5,6,3,9,4,1,9,7,8,2,3,4
6,73,69,1,1672031.7551112352,Germany,Europe,4,5,1,8,2,4,1,2,4,1,5,0,1,0,0,0,0,1,1,0,0,1,1,3,3,6,8,1,3,6,4,7,3,6,7,4,9,8,1,2,3,10,6,2,1,3,2,2,10,8,8,5,3,9,10,10,7,1,6,4,1,4,5,5,4,2,3,3,10,6,3,4,6,8,8,7,8,10,6,3,5,2,5,9,7,9,4,5,9,9,7,3,10,8,9,6,10,10,5,10,9,4,9,6,6,6,6,1,3,4,4,9,7,7,1,8,1,10,3,5,10,6,7,8,10,1,8,7,7,8,4,2,6,2,8,6,3,2,7,2,9,10,1
10,28,484,1,1417174.2556538978,India,Asia,8,9,1,8,6,9,1,2,5,1,2,0,0,1,1,0,0,1,1,0,1,0,0,2,2,10,6,6,2,6,9,9,1,10,7,10,1,8,5,3,7,10,2,6,4,8,3,2,2,3,9,4,10,8,1,8,9,7,2,10,5,5,1,8,5,8,4,4,2,5,9,5,9,5,7,10,3,10,1,8,6,3,6,3,8,4,6,6,2,8,6,9,10,6,6,2,10,10,10,8,9,10,3,9,8,4,4,10,10,6,3,7,10,10,4,1,9,1,5,3,6,1,5,2,8,1,2,8,8,9,1,1,1,5,1,1,2,6,10,5,10,9,6
15,35,94,1,2120190.50532019,USA,Asia,1,5,2,4,1,3,0,9,2,0,9,0,0,0,0,0,0,1,0,1,1,0,1,1,7,3,1,8,1,9,4,2,1,10,7,1,5,2,2,5,3,8,8,6,10,8,8,8,5,9,3,2,8,5,2,1,5,9,4,3,4,1,1,6,6,7,9,7,3,8,3,8,8,2,8,5,6,3,9,10,10,2,10,5,4,2,3,9,6,10,8,10,4,8,7,8,5,8,8,2,7,3,6,10,7,9,6,10,1,1,2,6,7,10,9,4,7,3,10,7,5,3,8,9,8,8,4,10,3,7,7,1,7,1,1,7,9,10,2,2,1,4,5
18,94,99,1,960272.0010071077,USA,Asia,8,5,2,6,3,1,1,10,5,0,1,1,0,1,1,0,1,0,1,1,0,1,1,9,9,10,9,3,3,10,9,3,3,7,7,10,6,1,9,4,6,5,8,2,10,1,4,8,1,2,1,9,5,6,4,7,4,8,5,4,5,7,4,2,2,7,2,6,10,8,7,6,10,2,1,2,1,2,10,10,9,5,8,3,6,4,10,5,9,4,4,5,10,5,1,3,6,9,10,7,4,10,1,7,7,7,9,8,1,6,7,10,1,5,8,10,6,7,5,1,3,3,4,4,8,2,6,4,10,10,7,2,9,6,3,4,3,3,9,2,6,10,4
18,45,212,1,1165789.6275942917,China,Asia,4,4,4,4,8,2,1,4,8,0,6,0,1,1,1,0,0,1,1,1,1,0,1,6,4,6,3,5,3,7,9,3,8,3,8,2,3,9,3,8,2,10,1,9,7,9,1,1,2,8,7,9,9,1,5,4,5,7,4,1,8,6,1,5,1,6,7,2,9,2,1,4,4,5,1,6,3,1,7,10,10,5,9,7,7,9,8,8,7,9,2,2,7,9,6,2,8,5,6,2,9,1,3,3,3,5,3,8,8,4,5,2,8,4,7,5,10,10,2,4,8,4,2,2,2,3,8,9,6,6,2,10,10,5,6,10,5,9,9,1,3,9,10
2,85,455,1,564891.1262197524,USA,Europe,9,5,1,1,6,8,0,10,7,0,1,1,0,0,1,0,1,1,0,1,1,0,1,6,4,8,8,3,6,1,2,9,2,1,3,1,7,2,7,2,7,4,4,9,8,1,7,5,6,10,9,9,9,6,7,2,10,2,10,5,10,7,6,1,1,10,9,4,7,5,10,10,4,10,2,7,2,6,7,6,5,3,10,6,5,4,10,5,8,4,8,5,2,6,5,1,9,3,9,10,1,6,5,8,6,3,3,3,2,3,2,3,7,9,10,8,10,3,1,4,7,3,5,8,10,7,10,9,10,2,3,4,1,9,10,10,10,5,9,2,1,4,2
16,4,440,0,865259.3540176942,India,North America,5,9,4,8,5,8,1,6,10,0,4,0,0,0,0,1,1,0,0,1,1,1,0,9,3,10,4,10,8,6,9,5,7,6,3,6,7,3,8,7,7,7,4,2,9,4,6,1,2,1,5,5,10,8,8,5,4,8,4,9,2,10,5,5,5,9,9,10,2,8,3,1,7,3,5,6,1,2,4,4,6,9,1,2,6,3,9,1,6,10,8,2,10,2,7,4,9,8,5,7,2,4,1,8,9,2,10,10,10,6,5,1,8,4,9,7,5,5,8,7,8,7,8,6,9,6,4,10,8,6,1,7,5,10,2,2,4,3,7,4,3,6,9
19,66,321,0,1294680.5157212308,India,Asia,5,2,4,4,2,7,1,5,10,1,4,0,0,0,1,0,1,1,1,0,0,1,0,3,10,7,10,8,2,6,9,7,2,10,1,2,8,10,4,3,5,8,6,4,5,9,9,1,7,2,4,4,10,4,1,3,1,5,4,8,1,8,1,10,8,7,10,9,5,9,8,3,7,3,5,10,8,8,9,8,4,7,10,3,4,10,4,10,2,9,1,5,9,10,6,2,4,8,6,8,10,1,8,8,2,10,8,9,7,2,1,1,2,3,9,8,7,4,10,4,1,7,1,9,3,2,1,3,6,6,8,3,3,6,5,4,1,9,10,8,7,4,3
5,2,350,1,1738563.8367298981,China,Europe,3,9,3,2,1,7,1,3,10,1,9,0,0,1,0,0,0,0,0,0,1,1,0,8,8,9,4,8,2,4,10,6,2,4,5,5,3,1,8,6,3,2,8,9,4,1,8,6,6,1,2,6,6,2,7,7,7,9,3,4,1,2,10,1,5,4,5,5,4,8,4,1,10,5,7,3,1,1,5,5,1,3,4,4,6,7,1,10,2,7,4,9,7,2,9,4,10,4,8,5,6,7,2,10,6,7,2,9,1,1,9,6,3,7,10,10,8,8,8,5,3,7,8,10,3,10,4,2,1,4,2,7,10,7,6,3,7,3,6,1,8,1,4
16,71,127,1,843390.8496512087,India,Asia,2,6,1,10,6,1,0,4,6,1,5,1,1,0,1,1,1,1,0,1,0,1,1,8,3,1,6,3,10,5,8,5,6,8,4,10,9,9,10,4,8,4,4,10,3,8,10,1,5,4,7,6,5,7,5,9,2,8,3,9,7,8,2,2,10,3,5,8,1,9,10,10,6,7,4,4,10,6,4,9,3,4,2,10,7,7,7,1,7,7,4,1,1,1,3,5,6,6,4,6,6,5,4,9,4,6,8,4,9,8,10,5,8,8,4,1,6,3,7,6,4,4,6,1,10,2,1,9,10,5,9,5,4,10,10,1,3,6,1,1,1,7,2
8,26,492,1,752296.645735144,China,Europe,2,9,4,9,3,4,0,5,10,0,8,0,0,0,1,1,1,0,1,1,0,0,1,10,9,1,1,1,1,6,4,1,5,4,9,5,9,9,8,1,8,8,3,2,3,8,7,4,3,6,5,8,1,4,4,1,7,4,4,7,4,8,6,3,4,6,7,3,8,1,3,5,6,8,3,3,8,1,3,9,4,2,8,3,9,1,8,3,10,5,10,3,3,6,5,7,9,5,10,4,8,7,1,7,6,4,5,3,4,4,3,10,1,2,7,1,6,6,3,10,7,1,1,4,2,4,4,2,7,4,2,7,2,1,5,8,3,8,4,4,6,6,1
5,39,493,1,1094170.4781383346,India,Europe,1,3,3,5,2,9,1,1,1,0,4,0,0,1,0,1,0,1,1,0,1,0,0,8,3,9,9,6,1,5,3,10,3,9,2,2,3,10,10,3,3,6,5,1,5,6,1,6,1,9,5,1,4,5,6,4,8,7,5,3,3,7,7,5,7,8,8,4,6,6,2,4,4,9,8,6,8,1,6,4,10,5,3,9,4,3,7,9,9,2,2,10,3,6,2,2,7,10,3,3,3,9,2,7,1,10,10,6,3,2,9,1,1,1,4,3,5,9,4,8,8,4,4,2,1,3,4,9,9,8,7,4,3,1,2,9,8,2,4,9,9,9,2
16,65,102,1,1413734.4721956195,India,Europe,1,6,4,9,7,3,0,8,7,0,1,0,0,1,0,1,0,0,1,1,1,1,1,9,2,1,6,10,6,9,1,4,5,4,6,4,4,4,10,4,7,7,1,2,9,9,4,6,5,9,9,5,5,5,10,9,6,4,3,1,2,2,9,3,6,8,8,9,10,7,9,7,7,7,3,2,4,6,3,7,1,3,6,1,6,6,2,4,2,8,10,2,7,2,2,6,5,1,3,10,6,2,2,5,10,5,2,2,3,4,6,10,7,9,3,10,7,7,1,4,5,4,2,10,2,5,8,9,10,6,7,7,1,6,9,6,9,4,8,1,10,8,8
